Age,Education,Marital_Status,Income,Child,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,total_spent,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,NumWebVisitsMonth,total_purchased,Accepted_campaign,Complain
42,higher_education,single,42710.0,only_kid,2012-11-28,38,252,3,42,4,3,102,406,4,5,3,2,6,12,no campaign,0
44,higher_education,relationship,84169.0,no_child,2013-08-07,9,1478,19,403,0,19,0,1919,7,6,6,1,3,19,4th_campaign,0
50,higher_education,relationship,54058.0,only_teen,2013-06-04,56,198,18,252,32,108,54,662,4,6,8,2,3,18,no campaign,0
36,higher_education,relationship,24683.0,only_kid,2014-03-08,98,8,4,10,6,7,6,41,2,0,4,2,5,6,no campaign,0
62,higher_education,single,85620.0,no_child,2014-01-07,68,416,46,925,60,107,46,1600,3,6,4,1,1,13,last_campaign,0
46,higher_education,relationship,47850.0,only_kid,2013-12-03,72,42,7,43,20,12,10,134,3,0,4,1,6,7,no campaign,0
58,higher_education,relationship,19514.0,kid_and_teen,2014-01-26,47,14,3,21,2,1,28,69,3,1,2,4,8,6,3rd_campaign,0
53,higher_education,relationship,27159.0,kid_and_teen,2014-03-29,33,17,0,3,0,0,1,21,1,0,3,2,6,4,no campaign,0
63,higher_education,single,39548.0,kid_and_teen,2014-03-31,87,15,4,10,3,4,18,54,1,1,3,2,3,5,no campaign,0
37,higher_education,single,21474.0,only_kid,2014-04-08,0,6,16,24,11,0,34,91,3,1,2,2,7,6,3rd_campaign,0
55,higher_education,single,60504.0,only_teen,2014-02-07,73,458,0,24,6,4,34,526,6,2,8,2,6,16,no campaign,0
63,higher_education,relationship,22419.0,no_child,2013-04-18,74,30,3,47,19,21,42,162,3,2,2,1,8,7,no campaign,0
77,higher_education,relationship,81698.0,no_child,2013-11-06,4,179,28,520,111,123,47,1008,3,8,13,1,1,24,last_campaign,0
74,higher_education,relationship,43462.0,kid_and_teen,2012-09-12,50,90,17,97,15,6,15,240,4,1,5,6,8,10,no campaign,0
48,higher_education,single,54880.0,only_kid,2013-03-01,57,308,85,137,102,45,118,795,6,2,11,2,5,19,no campaign,0
44,higher_education,relationship,79908.0,no_child,2013-04-05,30,557,129,761,29,185,111,1772,5,6,7,1,2,18,5th_campaign,0
56,higher_education,relationship,15315.0,no_child,2013-08-03,27,7,4,13,15,8,17,64,2,0,4,2,5,6,no campaign,0
67,higher_education,relationship,87771.0,only_teen,2013-05-22,61,1492,38,287,50,57,33,1957,5,10,4,1,6,19,1st_campaign,0
48,higher_education,relationship,33039.0,only_kid,2013-09-09,4,30,8,12,8,8,12,78,2,0,4,1,5,6,no campaign,0
46,higher_education,single,81741.0,no_child,2013-06-16,75,249,153,940,58,134,38,1572,6,6,7,0,2,19,no campaign,0
55,higher_education,relationship,71499.0,only_teen,2013-06-25,12,465,25,132,136,0,37,795,8,3,13,2,4,24,no campaign,0
56,higher_education,relationship,62466.0,only_teen,2014-01-15,13,129,129,259,168,121,83,889,6,3,12,5,4,21,no campaign,0
63,higher_education,single,48799.0,only_teen,2013-11-05,9,174,18,81,28,6,24,331,3,2,7,3,3,12,no campaign,0
76,higher_education,relationship,52157.0,only_teen,2014-06-07,48,189,2,29,3,2,40,265,3,2,5,2,4,10,no campaign,0
64,higher_education,single,66565.0,only_teen,2012-12-05,80,747,10,161,65,40,42,1065,4,2,9,4,8,15,no campaign,0
75,higher_education,relationship,29298.0,kid_and_teen,2013-09-07,60,6,0,2,2,0,1,11,1,0,2,1,5,3,no campaign,0
47,higher_education,single,47691.0,only_teen,2013-07-05,43,14,0,3,0,0,4,21,1,0,2,1,6,3,no campaign,0
56,higher_education,relationship,38200.0,kid_and_teen,2012-12-07,19,12,0,4,0,0,1,17,1,0,2,1,7,3,no campaign,0
52,higher_education,relationship,44989.0,only_teen,2012-09-12,26,98,0,106,49,10,106,369,5,1,5,5,6,11,no campaign,0
58,higher_education,relationship,38443.0,kid_and_teen,2014-01-27,58,32,0,5,0,0,1,38,1,0,3,2,7,4,no campaign,0
48,higher_education,single,38593.0,only_kid,2013-09-13,42,51,12,49,17,24,24,177,4,1,3,3,8,8,no campaign,0
56,higher_education,relationship,64413.0,only_teen,2013-08-01,27,200,5,44,0,10,20,279,5,1,5,1,5,11,no campaign,0
45,higher_education,relationship,36959.0,only_kid,2013-10-02,56,25,6,25,6,0,0,62,2,0,3,2,8,5,no campaign,0
49,higher_education,relationship,61996.0,only_teen,2013-01-31,27,1050,12,144,0,0,24,1230,6,4,8,3,5,18,1st_campaign,0
58,higher_education,relationship,51287.0,kid_and_teen,2014-04-01,10,117,0,22,13,0,30,182,4,1,3,3,7,8,no campaign,0
56,higher_education,relationship,13260.0,kid_and_teen,2013-08-23,48,9,4,17,10,2,7,49,3,0,3,4,8,6,no campaign,0
60,higher_education,relationship,47472.0,kid_and_teen,2013-09-16,39,56,0,11,0,0,8,75,2,0,4,2,5,6,no campaign,0
70,higher_education,relationship,54603.0,kid_and_teen,2013-07-09,85,145,13,46,17,2,4,227,4,2,4,6,7,10,no campaign,0
52,higher_education,relationship,45207.0,kid_and_teen,2012-11-10,64,203,0,10,0,0,2,215,3,1,6,5,6,10,4th_campaign,0
75,higher_education,relationship,40689.0,only_teen,2013-03-18,69,270,3,27,39,6,99,444,7,1,5,7,8,13,no campaign,0
59,higher_education,relationship,47821.0,kid_and_teen,2013-10-20,54,9,0,16,6,6,10,47,1,0,3,1,8,4,no campaign,0
75,higher_education,relationship,27450.0,no_child,2013-04-15,57,37,12,23,8,11,52,143,2,1,3,1,7,6,no campaign,0
43,higher_education,relationship,39453.0,only_kid,2014-04-03,64,46,0,7,0,0,2,55,2,0,3,2,6,5,no campaign,0
55,higher_education,relationship,26850.0,kid_and_teen,2014-04-18,10,31,1,13,7,2,9,63,2,1,4,4,4,7,no campaign,0
71,higher_education,single,79800.0,no_child,2012-09-23,65,1060,21,530,32,0,224,1867,5,11,5,1,3,21,1st_campaign,0
65,higher_education,relationship,61794.0,only_teen,2013-09-14,74,264,47,188,54,47,11,611,4,4,10,2,2,18,no campaign,0
71,higher_education,relationship,53863.0,only_teen,2014-05-17,4,399,4,30,6,4,30,473,7,1,7,3,7,15,4th_campaign,0
67,higher_education,relationship,24221.0,no_child,2013-08-20,94,8,9,9,2,5,22,55,1,1,3,1,4,5,no campaign,0
42,higher_education,single,39684.0,only_kid,2012-10-12,41,19,0,35,6,4,17,81,2,1,2,2,7,5,last_campaign,1
51,higher_education,relationship,92163.0,no_child,2012-12-12,25,817,183,797,106,163,20,2086,5,11,5,0,2,21,1st_campaign,0
61,higher_education,single,69882.0,no_child,2013-11-10,94,292,127,635,132,127,165,1478,3,7,9,1,1,19,no campaign,0
49,higher_education,relationship,33178.0,only_kid,2014-01-30,9,12,6,2,11,2,16,49,1,0,3,1,4,4,no campaign,0
54,higher_education,relationship,59973.0,no_child,2013-09-11,47,130,30,168,20,34,0,382,3,4,7,1,1,14,no campaign,0
51,higher_education,relationship,17459.0,only_kid,2013-09-19,12,6,4,16,3,10,30,69,3,1,2,3,7,6,last_campaign,0
57,higher_education,single,23910.0,only_kid,2012-10-26,80,16,12,18,7,1,13,67,2,0,3,1,7,5,no campaign,0
57,higher_education,relationship,42169.0,kid_and_teen,2013-10-19,20,19,0,9,0,0,2,30,1,0,3,2,8,4,no campaign,0
48,higher_education,relationship,26224.0,only_kid,2013-06-04,39,4,7,15,13,9,15,63,2,1,3,3,6,6,no campaign,0
45,higher_education,relationship,31089.0,only_kid,2012-08-17,57,31,3,31,2,8,4,79,3,0,4,3,8,7,no campaign,0
65,higher_education,single,30081.0,only_teen,2013-02-21,27,36,0,2,0,0,4,42,1,0,3,1,7,4,no campaign,0
66,higher_education,relationship,62807.0,only_teen,2012-08-31,83,526,28,135,10,21,99,819,5,3,12,3,5,20,no campaign,0
71,higher_education,single,72906.0,no_child,2013-09-17,79,400,32,519,71,75,54,1151,3,4,9,1,1,16,no campaign,0
78,higher_education,relationship,61467.0,kid_and_teen,2012-12-09,69,410,16,114,0,5,49,594,5,2,10,3,5,17,no campaign,0
60,higher_education,relationship,49618.0,kid_and_teen,2013-01-26,77,80,3,26,4,2,14,129,3,1,3,4,7,7,no campaign,0
40,higher_education,single,21888.0,only_kid,2012-12-29,15,88,10,46,2,3,64,213,5,1,2,4,10,8,last_campaign,0
53,higher_education,single,42429.0,only_teen,2014-02-11,99,55,0,6,2,0,4,67,1,1,3,2,5,5,no campaign,0
70,higher_education,single,26150.0,kid_and_teen,2013-03-11,61,5,1,13,3,5,1,28,1,0,3,1,7,4,no campaign,0
51,Basic,relationship,30801.0,only_teen,2012-10-26,23,8,4,5,15,2,11,45,1,0,3,2,7,4,no campaign,0
61,higher_education,relationship,81168.0,no_child,2014-05-07,84,410,0,592,147,22,22,1193,6,4,7,1,3,17,1st_campaign,0
57,higher_education,single,26877.0,no_child,2013-08-19,74,101,13,76,20,18,40,268,3,1,6,2,6,10,no campaign,0
82,higher_education,single,45006.0,no_child,2013-07-18,90,162,25,53,16,0,10,266,3,1,7,1,3,11,no campaign,0
53,Basic,relationship,18978.0,only_kid,2012-12-11,41,2,8,1,4,7,15,37,1,0,3,1,8,4,no campaign,0
59,higher_education,relationship,22574.0,kid_and_teen,2013-10-28,28,25,0,8,2,0,2,37,2,0,3,2,7,5,no campaign,0
57,higher_education,single,48240.0,no_child,2012-11-09,73,389,91,248,64,49,41,882,6,3,13,3,5,22,last_campaign,0
52,higher_education,relationship,45837.0,kid_and_teen,2013-07-26,88,215,13,87,17,17,24,373,6,2,5,5,7,13,no campaign,0
61,higher_education,single,35791.0,kid_and_teen,2013-05-06,94,27,0,5,0,0,3,35,1,0,3,2,8,4,no campaign,0
50,higher_education,relationship,162397.0,kid_and_teen,2013-06-03,31,85,1,16,2,1,2,107,0,0,1,0,1,1,no campaign,0
48,higher_education,single,54162.0,kid_and_teen,2013-03-18,31,5,6,10,6,5,10,42,1,0,3,1,4,4,no campaign,0
66,higher_education,relationship,30522.0,only_teen,2012-08-17,6,179,8,83,19,11,26,326,1,2,9,5,2,12,no campaign,0
65,higher_education,relationship,54456.0,only_teen,2013-07-11,23,352,0,27,10,0,15,404,6,1,7,3,6,14,no campaign,0
55,higher_education,single,31632.0,no_child,2013-07-14,92,17,8,12,11,15,32,95,2,1,2,1,7,5,no campaign,0
77,higher_education,single,72298.0,no_child,2014-03-10,52,625,35,169,58,17,35,939,4,3,6,1,1,13,4th_campaign,0
48,higher_education,single,36975.0,only_kid,2013-12-28,50,10,6,11,0,4,2,33,1,0,3,1,7,4,no campaign,0
71,higher_education,relationship,72635.0,no_child,2013-06-03,54,390,22,323,104,35,107,981,6,8,6,1,3,20,1st_campaign,0
50,higher_education,relationship,13624.0,only_kid,2013-01-20,93,10,2,15,2,1,6,36,2,0,3,2,6,5,no campaign,0
51,higher_education,single,84196.0,only_teen,2013-06-03,56,215,63,507,231,31,190,1237,8,4,7,1,3,19,no campaign,0
66,higher_education,relationship,70971.0,only_teen,2012-09-21,28,1001,17,572,93,125,17,1825,11,11,5,7,7,27,last_campaign,0
49,higher_education,single,34487.0,kid_and_teen,2012-09-06,94,19,18,33,24,1,8,103,3,0,3,3,9,6,no campaign,0
49,higher_education,single,28769.0,only_kid,2012-12-18,76,41,5,129,10,3,3,191,4,1,4,3,9,9,no campaign,0
56,higher_education,relationship,69084.0,only_kid,2013-11-19,43,1181,107,199,39,30,30,1586,7,3,13,2,8,23,no campaign,0
68,higher_education,relationship,65488.0,no_child,2014-06-13,46,603,45,207,36,18,54,963,3,4,6,1,1,13,no campaign,0
56,higher_education,relationship,62466.0,only_teen,2014-01-15,13,129,129,259,168,121,83,889,6,3,12,5,4,21,no campaign,0
66,higher_education,single,32218.0,no_child,2014-02-15,27,10,24,15,13,1,30,93,2,1,3,1,7,6,3rd_campaign,0
53,higher_education,single,83917.0,no_child,2013-04-18,12,514,22,732,42,198,79,1587,6,7,7,1,3,20,last_campaign,0
64,higher_education,single,46102.0,kid_and_teen,2014-03-10,3,14,0,1,0,0,1,16,1,0,2,1,7,3,no campaign,0
74,higher_education,single,84574.0,no_child,2013-06-04,72,387,20,713,38,54,163,1375,9,11,11,1,5,31,no campaign,0
64,higher_education,relationship,56181.0,only_teen,2013-01-08,6,121,103,69,8,44,48,393,4,2,7,1,4,13,no campaign,0
76,higher_education,single,63120.0,only_teen,2012-09-28,53,965,69,279,54,41,69,1477,8,4,9,5,7,21,last_campaign,0
55,higher_education,relationship,73691.0,only_teen,2013-11-06,58,707,21,250,85,43,73,1179,6,2,8,2,2,16,3rd_campaign,0
66,higher_education,relationship,63381.0,only_teen,2012-10-05,78,571,50,142,33,50,159,1005,4,5,13,4,2,22,no campaign,0
78,higher_education,relationship,76140.0,no_child,2014-05-13,57,586,66,653,17,0,26,1348,5,9,6,1,2,20,no campaign,0
67,higher_education,single,62859.0,only_teen,2012-12-30,37,1063,89,102,16,12,25,1307,9,4,6,4,6,19,no campaign,0
62,higher_education,single,45906.0,only_teen,2013-05-07,20,305,3,27,4,3,144,486,5,4,4,2,5,13,3rd_campaign,0
79,higher_education,relationship,77632.0,no_child,2013-03-10,73,1200,105,758,0,42,147,2252,4,2,6,1,2,12,4th_campaign,0
55,higher_education,relationship,46463.0,kid_and_teen,2013-08-18,56,163,2,40,8,11,11,235,3,1,6,7,6,10,no campaign,0
56,higher_education,relationship,105471.0,no_child,2013-01-21,36,1009,181,104,202,21,207,1724,9,8,13,0,3,30,1st_campaign,0
56,higher_education,single,55282.0,only_kid,2013-12-13,9,125,6,73,8,4,19,235,3,1,6,1,4,10,no campaign,0
49,higher_education,relationship,78710.0,only_teen,2014-05-23,42,721,0,152,119,50,50,1092,7,6,12,3,4,25,no campaign,0
68,higher_education,relationship,66886.0,only_teen,2013-09-16,28,315,4,62,41,31,146,599,7,1,7,2,5,15,no campaign,0
66,higher_education,single,98777.0,no_child,2014-02-17,23,1000,19,711,125,115,38,2008,4,6,9,0,1,19,4th_campaign,0
41,higher_education,relationship,29103.0,only_kid,2012-08-27,38,16,0,17,6,3,6,48,1,0,3,2,9,4,no campaign,0
52,higher_education,relationship,67445.0,only_teen,2012-08-12,63,757,80,217,29,80,11,1174,9,6,12,5,6,27,no campaign,0
76,higher_education,relationship,50616.0,only_teen,2014-04-13,71,30,2,25,0,1,9,67,1,1,4,1,2,6,no campaign,0
71,higher_education,single,49431.0,only_teen,2012-08-03,9,219,3,100,26,0,17,365,7,1,5,2,8,13,no campaign,0
51,higher_education,single,153924.0,no_child,2014-02-07,81,1,1,1,1,1,1,6,0,0,0,0,0,0,no campaign,0
73,higher_education,relationship,61278.0,only_teen,2014-01-04,87,111,3,28,2,6,15,165,3,1,4,2,6,8,no campaign,0
68,higher_education,relationship,26490.0,no_child,2012-09-22,92,45,47,52,21,20,25,210,3,1,5,2,6,9,no campaign,0
79,higher_education,relationship,73059.0,only_teen,2013-08-31,36,410,112,420,0,82,71,1095,9,3,13,1,4,25,no campaign,0
60,higher_education,single,46734.0,kid_and_teen,2013-10-21,86,100,1,39,6,1,76,223,3,2,3,4,6,8,3rd_campaign,0
63,higher_education,relationship,56253.0,only_teen,2012-12-07,83,509,0,65,7,11,5,597,7,2,9,4,6,18,no campaign,0
41,higher_education,relationship,19986.0,only_kid,2013-11-14,74,3,6,5,0,2,6,22,0,0,3,1,7,3,no campaign,0
51,higher_education,single,58330.0,only_teen,2013-12-25,87,445,53,213,104,98,151,1064,6,4,13,1,4,23,no campaign,0
46,Basic,relationship,25965.0,no_child,2012-09-07,29,2,2,11,41,7,11,74,2,0,3,1,8,5,no campaign,0
70,higher_education,relationship,14661.0,no_child,2013-01-01,88,4,1,11,6,2,2,26,1,0,3,1,6,4,no campaign,0
67,higher_education,relationship,18690.0,no_child,2012-12-28,77,6,1,7,23,4,19,60,1,1,2,1,8,4,no campaign,0
52,higher_education,relationship,45068.0,only_teen,2013-05-16,25,14,0,3,0,0,3,20,1,0,2,1,7,3,no campaign,0
39,Basic,single,21063.0,only_kid,2013-09-25,34,1,10,11,19,3,15,59,2,0,3,2,6,5,no campaign,0
58,higher_education,relationship,29187.0,only_kid,2013-05-09,43,26,0,6,0,0,2,34,1,0,3,1,8,4,no campaign,0
55,higher_education,relationship,54690.0,kid_and_teen,2013-11-07,76,111,16,37,7,9,18,198,3,1,5,3,3,9,no campaign,0
62,higher_education,relationship,59304.0,only_teen,2013-07-29,81,418,61,428,80,51,10,1048,7,8,10,3,5,25,no campaign,0
64,higher_education,single,59247.0,kid_and_teen,2013-11-08,87,327,9,122,19,14,83,574,5,2,9,5,6,16,no campaign,0
56,higher_education,single,66731.0,only_teen,2012-09-12,33,371,159,194,58,106,141,1029,4,3,6,4,3,13,no campaign,0
46,higher_education,relationship,77353.0,only_teen,2013-12-16,38,275,59,107,69,101,59,670,6,4,8,2,4,18,no campaign,0
51,higher_education,single,52614.0,only_teen,2012-12-01,63,789,0,142,12,9,38,990,2,4,8,2,8,14,no campaign,0
52,higher_education,relationship,26751.0,kid_and_teen,2014-05-22,26,1,1,5,0,3,1,11,1,0,2,1,8,3,no campaign,0
63,higher_education,relationship,81300.0,only_teen,2012-10-30,17,1004,12,145,32,12,36,1241,10,3,5,3,5,18,1st_campaign,0
47,higher_education,single,70337.0,no_child,2014-01-02,75,187,81,149,25,43,91,576,2,2,12,1,1,16,no campaign,0
41,higher_education,relationship,36145.0,only_kid,2013-06-16,13,56,4,76,17,1,18,172,4,1,3,4,9,8,3rd_campaign,0
46,higher_education,single,65295.0,no_child,2013-12-23,19,365,32,117,34,110,6,664,3,3,13,1,2,19,no campaign,0
63,higher_education,single,68118.0,only_teen,2013-10-18,51,595,23,123,10,23,154,928,8,9,4,2,6,21,no campaign,0
59,higher_education,single,68743.0,no_child,2012-08-30,81,1132,134,384,175,134,115,2074,11,5,13,1,7,29,no campaign,0
44,higher_education,relationship,41039.0,no_child,2013-07-25,32,34,11,137,179,61,45,467,8,1,5,1,8,14,no campaign,0
71,higher_education,relationship,38946.0,only_teen,2013-10-24,84,116,6,82,6,6,41,257,3,1,6,2,5,10,no campaign,0
59,higher_education,relationship,65777.0,no_child,2013-12-19,87,565,32,435,28,32,54,1146,2,8,6,1,1,16,no campaign,0
50,higher_education,single,66476.0,only_teen,2013-03-07,99,372,18,126,47,48,78,689,5,2,11,2,4,18,no campaign,0
54,higher_education,single,86857.0,no_child,2012-09-12,96,899,102,838,133,102,40,2114,5,6,10,1,2,21,last_campaign,0
44,higher_education,relationship,160803.0,no_child,2012-08-04,21,55,16,1622,17,3,4,1717,0,28,1,15,0,29,no campaign,0
37,higher_education,relationship,77845.0,no_child,2014-05-16,40,760,40,480,0,40,26,1346,3,5,12,1,1,20,1st_campaign,0
57,higher_education,relationship,69476.0,no_child,2013-09-30,3,260,86,559,63,9,67,1044,4,6,4,1,2,14,no campaign,0
66,higher_education,single,50611.0,only_teen,2012-10-04,98,459,0,24,6,0,4,493,4,5,7,6,6,16,4th_campaign,0
56,higher_education,single,61209.0,no_child,2013-08-25,73,466,0,224,119,49,99,957,5,3,4,1,2,12,no campaign,0
68,higher_education,relationship,42315.0,only_teen,2013-07-12,90,67,15,80,17,11,80,270,1,4,4,3,3,9,no campaign,0
74,Basic,relationship,13084.0,no_child,2013-11-02,29,2,0,7,3,7,10,29,1,0,3,1,6,4,no campaign,0
77,higher_education,single,47570.0,kid_and_teen,2013-05-29,3,67,1,20,0,2,31,121,2,2,2,3,7,6,last_campaign,0
65,higher_education,relationship,61923.0,kid_and_teen,2013-07-26,94,92,4,18,3,3,6,126,2,1,4,1,3,7,no campaign,0
31,higher_education,single,34824.0,no_child,2014-03-26,65,4,2,11,2,0,4,23,1,0,2,1,6,3,no campaign,0
77,higher_education,single,26518.0,kid_and_teen,2013-04-08,33,20,1,28,3,3,2,57,2,0,3,3,8,5,last_campaign,0
65,higher_education,single,45938.0,no_child,2013-11-03,46,273,11,178,62,83,29,636,8,4,6,2,6,18,no campaign,0
66,higher_education,relationship,78468.0,no_child,2014-04-09,29,434,22,388,104,22,34,1004,10,7,10,1,4,27,1st_campaign,0
53,higher_education,single,78901.0,only_teen,2013-09-17,99,321,11,309,33,26,34,734,9,3,5,3,4,17,no campaign,0
48,higher_education,relationship,71427.0,kid_and_teen,2014-03-12,26,212,123,177,15,64,23,614,8,2,8,2,4,18,no campaign,0
48,higher_education,single,71022.0,only_teen,2014-02-11,30,909,12,278,0,12,242,1453,5,2,11,3,8,18,3rd_campaign,0
38,higher_education,single,90247.0,no_child,2014-04-29,27,1184,32,352,21,16,16,1621,3,4,7,1,1,14,1st_campaign,0
58,higher_education,single,41335.0,only_kid,2013-12-26,24,112,19,21,16,14,5,187,4,1,4,3,7,9,no campaign,0
40,higher_education,relationship,71952.0,only_kid,2013-01-10,93,656,80,455,52,107,93,1443,8,4,8,2,4,20,3rd_campaign,0
56,higher_education,single,35682.0,only_kid,2014-06-27,34,23,0,8,6,2,18,57,1,1,3,1,2,5,no campaign,0
75,higher_education,single,43185.0,only_teen,2013-04-10,88,537,6,42,16,6,30,637,9,3,6,2,8,18,no campaign,0
78,higher_education,relationship,66375.0,only_teen,2013-11-21,96,712,0,45,0,0,191,948,2,4,5,3,7,11,3rd_campaign,0
55,higher_education,relationship,35178.0,only_kid,2013-01-10,10,23,1,13,2,2,18,59,1,1,2,1,7,4,3rd_campaign,0
40,higher_education,relationship,25252.0,only_kid,2013-07-12,26,1,3,4,2,2,6,18,1,0,2,1,8,3,no campaign,0
61,higher_education,single,55250.0,only_teen,2012-10-21,49,664,58,83,32,0,66,903,7,5,10,4,5,22,no campaign,0
51,higher_education,single,33249.0,only_kid,2013-02-20,11,6,10,21,19,14,42,112,2,1,3,2,6,6,no campaign,0
73,higher_education,relationship,58398.0,no_child,2013-05-14,44,299,5,201,21,21,49,596,5,4,8,3,4,17,no campaign,0
44,higher_education,relationship,50272.0,only_kid,2013-08-07,75,99,13,66,43,8,4,233,4,1,5,3,7,10,no campaign,0
51,higher_education,relationship,76618.0,no_child,2012-12-07,64,749,40,294,121,160,147,1511,3,2,5,1,1,10,no campaign,0
66,higher_education,single,87305.0,no_child,2012-09-23,19,345,25,501,63,138,80,1152,5,3,8,1,2,16,5th_campaign,0
48,higher_education,relationship,25851.0,only_kid,2013-02-11,45,9,4,18,7,5,5,48,2,0,3,2,7,5,no campaign,0
56,higher_education,single,58710.0,only_teen,2013-03-31,77,440,81,368,0,122,174,1185,11,5,9,6,6,25,no campaign,0
68,higher_education,single,45160.0,kid_and_teen,2014-03-29,9,8,2,5,3,0,3,21,1,0,2,1,7,3,no campaign,0
61,higher_education,relationship,74806.0,only_teen,2012-12-19,1,670,9,249,0,28,9,965,5,4,5,2,4,14,no campaign,0
72,higher_education,relationship,59111.0,no_child,2013-05-02,90,524,0,134,28,28,155,869,11,1,8,1,7,20,no campaign,0
42,higher_education,relationship,18988.0,only_kid,2014-05-23,43,6,0,6,2,1,1,16,1,0,3,2,7,4,no campaign,0
61,higher_education,relationship,72190.0,no_child,2013-02-13,79,597,166,597,172,166,249,1947,5,6,4,1,3,15,no campaign,0
50,higher_education,relationship,7500.0,only_kid,2012-08-01,19,7,0,12,13,7,32,71,4,1,2,5,9,7,3rd_campaign,0
60,higher_education,relationship,44794.0,only_teen,2014-06-08,99,54,0,7,0,0,4,65,2,0,3,1,6,5,no campaign,0
71,higher_education,relationship,80395.0,no_child,2013-11-23,62,445,25,706,80,76,48,1380,6,5,12,1,2,23,1st_campaign,0
50,higher_education,single,75012.0,no_child,2014-01-25,41,294,142,218,164,58,151,1027,3,8,11,1,1,22,no campaign,0
61,higher_education,relationship,56962.0,kid_and_teen,2013-10-11,60,292,3,77,10,3,26,411,6,3,5,7,7,14,no campaign,0
35,higher_education,relationship,89891.0,no_child,2013-04-15,17,412,22,132,59,28,183,836,11,6,8,1,4,25,5th_campaign,0
77,higher_education,single,35946.0,kid_and_teen,2013-09-27,24,8,0,3,0,0,0,11,0,0,3,1,5,3,no campaign,0
73,higher_education,relationship,53593.0,kid_and_teen,2012-08-07,60,349,4,78,6,0,43,480,7,2,6,8,8,15,no campaign,0
48,higher_education,relationship,66373.0,kid_and_teen,2013-06-12,57,328,9,124,12,24,109,606,4,2,10,7,3,16,no campaign,0
78,higher_education,single,45072.0,kid_and_teen,2013-10-16,74,144,2,99,7,2,30,284,6,1,4,5,8,11,no campaign,0
53,higher_education,single,89694.0,kid_and_teen,2013-10-09,22,1126,28,211,37,28,42,1472,4,3,4,3,5,11,1st_campaign,0
77,higher_education,relationship,72025.0,no_child,2014-04-29,46,967,0,617,43,50,0,1677,4,8,13,1,2,25,1st_campaign,0
53,higher_education,relationship,67432.0,only_teen,2013-03-29,69,432,79,341,177,136,170,1335,8,5,4,2,4,17,no campaign,0
74,higher_education,relationship,70545.0,only_teen,2014-06-03,29,138,39,63,55,18,21,334,4,1,7,1,2,12,no campaign,0
37,Basic,relationship,17487.0,only_kid,2013-03-18,37,0,0,1,7,4,6,18,1,0,2,1,7,3,no campaign,0
57,higher_education,relationship,62882.0,only_teen,2012-08-09,26,509,133,497,78,24,97,1338,7,5,6,2,4,18,no campaign,0
73,higher_education,single,64108.0,only_teen,2013-03-23,8,948,10,86,13,21,21,1099,6,9,11,4,5,26,no campaign,0
70,higher_education,relationship,34941.0,kid_and_teen,2013-03-06,26,39,2,25,4,3,24,97,3,0,3,2,8,6,no campaign,0
76,higher_education,single,48767.0,kid_and_teen,2014-01-01,79,28,1,21,3,0,10,63,2,1,3,3,5,6,no campaign,0
48,higher_education,relationship,38702.0,only_kid,2013-08-01,71,13,11,24,13,8,40,109,3,0,4,2,6,7,no campaign,0
62,higher_education,relationship,82224.0,no_child,2014-01-25,83,307,26,360,138,31,40,902,6,9,5,1,3,20,1st_campaign,0
74,higher_education,relationship,83844.0,no_child,2013-05-12,57,901,31,345,75,31,191,1574,4,4,11,1,1,19,5th_campaign,0
51,higher_education,relationship,17003.0,only_kid,2013-12-09,37,2,5,12,4,8,7,38,2,0,4,3,5,6,no campaign,0
31,higher_education,single,71163.0,no_child,2014-03-09,30,283,17,372,138,106,44,960,3,8,12,1,1,23,no campaign,0
56,higher_education,single,33697.0,only_kid,2013-09-15,34,4,3,7,0,3,11,28,1,0,2,1,7,3,3rd_campaign,0
72,higher_education,relationship,63564.0,no_child,2014-01-29,0,769,80,252,15,34,65,1215,10,10,7,1,6,27,3rd_campaign,0
54,higher_education,relationship,83443.0,no_child,2013-12-31,89,518,42,742,55,56,84,1497,6,10,5,1,2,21,no campaign,0
68,higher_education,relationship,51518.0,only_teen,2013-10-03,92,350,8,66,17,4,4,449,3,2,10,2,3,15,no campaign,0
51,higher_education,single,58330.0,only_teen,2013-12-25,87,445,53,213,104,98,151,1064,6,4,13,1,4,23,no campaign,0
57,higher_education,relationship,80952.0,no_child,2013-02-28,20,778,178,689,41,27,44,1757,8,5,11,1,8,24,1st_campaign,0
47,higher_education,relationship,75507.0,no_child,2014-05-02,56,709,93,374,104,80,80,1440,8,6,6,1,3,20,no campaign,0
48,higher_education,relationship,63855.0,no_child,2013-02-09,28,359,35,314,93,116,89,1006,7,3,13,1,4,23,no campaign,0
54,higher_education,relationship,62220.0,only_teen,2012-08-11,55,799,12,375,16,12,12,1226,7,6,5,5,6,18,last_campaign,0
62,higher_education,relationship,58512.0,only_teen,2013-09-19,25,895,10,101,13,0,152,1171,3,4,8,5,8,15,no campaign,0
47,higher_education,relationship,40662.0,only_kid,2013-03-15,0,40,2,23,0,4,23,92,2,1,3,2,4,6,no campaign,0
67,higher_education,relationship,38829.0,only_teen,2014-04-06,86,76,0,7,0,0,16,99,3,2,2,1,5,7,no campaign,0
